show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,duration_minutes,duration_seasons
s401,Movie,Movie Title 401,Greg Daniels,"Actor 285, Actor 103, Actor 70","Canada, United States",2022-04-10,2019,PG-13,123 min,"Romantic Movies, Sci-Fi & Fantasy",A story exploring themes of romantic movies.,2022.0,123.0,
s402,TV Show,Series Title 402,Greg Daniels,"Actor 41, Actor 313, Actor 277, Actor 175","South Korea, France",2015-12-13,2012,TV-G,8 Seasons,"Romantic Movies, British TV Shows, Reality TV",A story exploring themes of romantic movies.,2015.0,,8.0
s403,Movie,Movie Title 403,Unknown,"Actor 196, Actor 267",Japan,2013-09-25,2010,R,102 min,"Kids' TV, Comedies",A story exploring themes of kids' tv.,2013.0,102.0,
s404,Movie,Movie Title 404,Ava DuVernay,"Actor 305, Actor 217, Actor 147, Actor 84, Actor 340",Unknown,2008-01-25,2006,TV-PG,161 min,Crime TV Shows,A story exploring themes of crime tv shows.,2008.0,161.0,
s405,Movie,Movie Title 405,Jane Campion,"Actor 196, Actor 212, Actor 342, Actor 297","South Korea, Mexico",2009-02-16,2006,TV-G,149 min,"Action & Adventure, Reality TV, Thrillers",A story exploring themes of action & adventure.,2009.0,149.0,
s406,TV Show,Series Title 406,Greg Daniels,Not listed,"France, United Kingdom",2008-05-22,2005,TV-MA,7 Seasons,"Dramas, Horror Movies, Music & Musicals",A story exploring themes of dramas.,2008.0,,7.0
s407,Movie,Movie Title 407,Greg Daniels,"Actor 214, Actor 179","France, Japan",2005-08-25,2003,PG-13,168 min,Reality TV,A story exploring themes of reality tv.,2005.0,168.0,
s408,TV Show,Series Title 408,Unknown,"Actor 326, Actor 34, Actor 41, Actor 369, Actor 185","Canada, Brazil",2021-11-14,2021,R,3 Seasons,"Romantic Movies, Comedies, British TV Shows",A story exploring themes of romantic movies.,2021.0,,3.0
s409,Movie,Movie Title 409,Bong Joon Ho,"Actor 118, Actor 166, Actor 47, Actor 325, Actor 326",Australia,2013-02-16,2013,TV-MA,132 min,"Stand-Up Comedy, Documentaries",A story exploring themes of stand-up comedy.,2013.0,132.0,
s410,TV Show,Series Title 410,Unknown,Not listed,"Germany, India",2016-12-21,2016,R,6 Seasons,Reality TV,A story exploring themes of reality tv.,2016.0,,6.0
s411,TV Show,Series Title 411,Denis Villeneuve,Not listed,France,2006-05-11,2004,TV-Y7,6 Seasons,"Anime Series, Sci-Fi & Fantasy",A story exploring themes of anime series.,2006.0,,6.0
s412,Movie,Movie Title 412,Ava DuVernay,Actor 329,Unknown,2014-08-02,2013,TV-Y7,117 min,Romantic Movies,A story exploring themes of romantic movies.,2014.0,117.0,
s413,TV Show,Series Title 413,Martin Scorsese,"Actor 365, Actor 348, Actor 194, Actor 162, Actor 40",South Korea,2005-05-02,2002,TV-Y7,1 Seasons,Comedies,A story exploring themes of comedies.,2005.0,,1.0
s414,Movie,Movie Title 414,Rajiv Menon,"Actor 119, Actor 382",India,2017-05-04,2014,TV-14,128 min,"Stand-Up Comedy, Anime Series, Music & Musicals",A story exploring themes of stand-up comedy.,2017.0,128.0,
s415,Movie,Movie Title 415,Ava DuVernay,Actor 144,"Japan, United Kingdom",2013-04-04,2012,TV-Y7,66 min,"Stand-Up Comedy, Romantic Movies, Documentaries",A story exploring themes of stand-up comedy.,2013.0,66.0,
s416,TV Show,Series Title 416,Greg Daniels,Actor 351,Unknown,2004-07-04,2003,PG-13,3 Seasons,"Documentaries, Stand-Up Comedy, Romantic Movies",A story exploring themes of documentaries.,2004.0,,3.0
s417,TV Show,Series Title 417,Unknown,"Actor 133, Actor 169, Actor 31, Actor 13",Japan,2015-09-05,2013,TV-G,6 Seasons,"Crime TV Shows, Sci-Fi & Fantasy, Action & Adventure",A story exploring themes of crime tv shows.,2015.0,,6.0
s418,Movie,Movie Title 418,Rajiv Menon,Actor 87,France,2002-07-13,1999,TV-G,106 min,Anime Series,A story exploring themes of anime series.,2002.0,106.0,
s419,Movie,Movie Title 419,Unknown,Not listed,"Mexico, India",2002-03-12,2000,NR,71 min,"Kids' TV, Music & Musicals",A story exploring themes of kids' tv.,2002.0,71.0,
s420,Movie,Movie Title 420,Greg Daniels,Actor 225,Unknown,,2001,TV-PG,101 min,"Romantic Movies, Music & Musicals",A story exploring themes of romantic movies.,,101.0,
s421,Movie,Movie Title 421,Ava DuVernay,Not listed,Spain,,2000,TV-Y7,98 min,"Horror Movies, British TV Shows",A story exploring themes of horror movies.,,98.0,
s422,TV Show,Series Title 422,Kunle Afolayan,"Actor 196, Actor 123, Actor 274, Actor 226","United States, United Kingdom",2019-02-14,2018,PG-13,2 Seasons,"Music & Musicals, Action & Adventure, Reality TV",A story exploring themes of music & musicals.,2019.0,,2.0
s423,Movie,Movie Title 423,Rajiv Menon,Actor 161,"United Kingdom, Japan",2012-06-25,2009,TV-MA,112 min,Music & Musicals,A story exploring themes of music & musicals.,2012.0,112.0,
s424,TV Show,Series Title 424,Unknown,"Actor 5, Actor 373",Mexico,2018-09-11,2015,TV-PG,7 Seasons,"Anime Series, Documentaries",A story exploring themes of anime series.,2018.0,,7.0
s425,Movie,Movie Title 425,Rajiv Menon,"Actor 215, Actor 90, Actor 263, Actor 376","South Korea, United Kingdom",2014-06-24,2011,TV-14,68 min,"British TV Shows, Kids' TV, Action & Adventure",A story exploring themes of british tv shows.,2014.0,68.0,
s426,TV Show,Series Title 426,Sofia Coppola,Not listed,"Spain, France",2012-11-05,2009,TV-PG,7 Seasons,"Music & Musicals, Anime Series, Documentaries",A story exploring themes of music & musicals.,2012.0,,7.0
s427,Movie,Movie Title 427,Ava DuVernay,Actor 389,Brazil,2015-09-08,2015,TV-14,101 min,Thrillers,A story exploring themes of thrillers.,2015.0,101.0,
s428,Movie,Movie Title 428,Denis Villeneuve,Actor 81,"Brazil, United States",2008-07-27,2007,TV-14,171 min,Kids' TV,A story exploring themes of kids' tv.,2008.0,171.0,
s429,TV Show,Series Title 429,Unknown,"Actor 270, Actor 78, Actor 368, Actor 363, Actor 262",Japan,2014-06-12,2013,PG-13,8 Seasons,"Reality TV, Sci-Fi & Fantasy",A story exploring themes of reality tv.,2014.0,,8.0
s430,Movie,Movie Title 430,Kunle Afolayan,Actor 343,"Brazil, South Korea",2013-08-22,2012,R,171 min,Romantic Movies,A story exploring themes of romantic movies.,2013.0,171.0,
s431,TV Show,Series Title 431,Ava DuVernay,"Actor 32, Actor 315","France, Japan",2004-03-02,2004,TV-PG,7 Season,Horror Movies,A story exploring themes of horror movies.,2004.0,,7.0
s432,Movie,Movie Title 432,Unknown,"Actor 343, Actor 292, Actor 192, Actor 278",Australia,2011-03-05,2008,TV-Y7,153 min,Action & Adventure,A story exploring themes of action & adventure.,2011.0,153.0,
s433,Movie,Movie Title 433,Denis Villeneuve,"Actor 268, Actor 114",Spain,2021-04-24,2020,NR,113 min,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2021.0,113.0,
s434,Movie,Movie Title 434,Unknown,"Actor 119, Actor 250, Actor 364, Actor 143, Actor 68",Unknown,2001-09-14,1998,TV-Y7,132 min,"Action & Adventure, Kids' TV",A story exploring themes of action & adventure.,2001.0,132.0,
s435,TV Show,Series Title 435,Bong Joon Ho,"Actor 114, Actor 191, Actor 380",Mexico,2019-05-21,2019,TV-MA,2 Seasons,"Crime TV Shows, Dramas",A story exploring themes of crime tv shows.,2019.0,,2.0
s436,Movie,Movie Title 436,Bong Joon Ho,Actor 110,Brazil,2001-06-11,2000,PG,139 min,Documentaries,A story exploring themes of documentaries.,2001.0,139.0,
s437,Movie,Movie Title 437,Jane Campion,"Actor 360, Actor 276, Actor 182, Actor 258, Actor 126","Germany, United Kingdom",2010-09-26,2007,TV-14,113 min,Thrillers,A story exploring themes of thrillers.,2010.0,113.0,
s438,Movie,Movie Title 438,Jane Campion,"Actor 109, Actor 129, Actor 354",Australia,2002-04-19,2000,TV-14,142 min,"Action & Adventure, Kids' TV, Stand-Up Comedy",A story exploring themes of action & adventure.,2002.0,142.0,
s439,Movie,Movie Title 439,Rajiv Menon,"Actor 268, Actor 10, Actor 357, Actor 350","Nigeria, United Kingdom",2009-09-07,2006,R,172 min,Thrillers,A story exploring themes of thrillers.,2009.0,172.0,
s440,Movie,Movie Title 440,Kunle Afolayan,"Actor 163, Actor 299, Actor 208","Spain, Mexico",2002-12-08,2002,NR,75 min,"Sci-Fi & Fantasy, British TV Shows, Dramas",A story exploring themes of sci-fi & fantasy.,2002.0,75.0,
s441,Movie,Movie Title 441,Martin Scorsese,"Actor 378, Actor 229, Actor 80, Actor 123, Actor 323",Australia,2002-08-13,2002,NR,126 min,"Anime Series, Kids' TV, British TV Shows",A story exploring themes of anime series.,2002.0,126.0,
s442,Movie,Movie Title 442,Greg Daniels,"Actor 79, Actor 346, Actor 218, Actor 4, Actor 378",Japan,2013-10-06,2013,TV-Y7,163 min,"Documentaries, Reality TV",A story exploring themes of documentaries.,2013.0,163.0,
s443,Movie,Movie Title 443,Ava DuVernay,"Actor 276, Actor 367, Actor 328",Unknown,2000-08-23,2000,TV-Y7,112 min,"Horror Movies, Music & Musicals, Sci-Fi & Fantasy",A story exploring themes of horror movies.,2000.0,112.0,
s444,TV Show,Series Title 444,Unknown,Actor 144,Canada,1999-01-27,1999,R,2 Seasons,"Crime TV Shows, Action & Adventure, Stand-Up Comedy",A story exploring themes of crime tv shows.,1999.0,,2.0
s445,Movie,Movie Title 445,Ava DuVernay,"Actor 388, Actor 208",France,2000-08-24,1999,PG,179 min,"Stand-Up Comedy, Music & Musicals, Comedies",A story exploring themes of stand-up comedy.,2000.0,179.0,
s446,Movie,Movie Title 446,Kunle Afolayan,Not listed,"Germany, Canada",2013-05-02,2012,PG,154 min,"Thrillers, Kids' TV, Action & Adventure",A story exploring themes of thrillers.,2013.0,154.0,
s447,TV Show,Series Title 447,Unknown,Not listed,Germany,2002-01-27,2001,R,1 Seasons,"Romantic Movies, Action & Adventure",A story exploring themes of romantic movies.,2002.0,,1.0
s448,TV Show,Series Title 448,Kunle Afolayan,Not listed,"Nigeria, Germany",2012-01-25,2010,PG-13,4 Seasons,International Movies,A story exploring themes of international movies.,2012.0,,4.0
s449,Movie,Movie Title 449,Jane Campion,"Actor 300, Actor 238",United Kingdom,2011-06-15,2011,PG,137 min,"Crime TV Shows, Action & Adventure, Anime Series",A story exploring themes of crime tv shows.,2011.0,137.0,
s450,TV Show,Series Title 450,Unknown,"Actor 384, Actor 360, Actor 197",Australia,2009-02-05,2007,PG,8 Seasons,"Kids' TV, Stand-Up Comedy, British TV Shows",A story exploring themes of kids' tv.,2009.0,,8.0
s451,Movie,Movie Title 451,Unknown,Not listed,"Nigeria, France",2004-05-05,2001,NR,123 min,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2004.0,123.0,
s452,Movie,Movie Title 452,Unknown,"Actor 201, Actor 368",India,2009-11-05,2006,PG,150 min,"Dramas, Thrillers",A story exploring themes of dramas.,2009.0,150.0,
s453,TV Show,Series Title 453,Greg Daniels,"Actor 97, Actor 102, Actor 375, Actor 82","France, Japan",2019-06-02,2017,PG-13,8 Seasons,"Action & Adventure, Crime TV Shows, Dramas",A story exploring themes of action & adventure.,2019.0,,8.0
s454,Movie,Movie Title 454,Martin Scorsese,"Actor 247, Actor 344, Actor 354",Japan,2003-12-07,2000,NR,170 min,"Crime TV Shows, Horror Movies",A story exploring themes of crime tv shows.,2003.0,170.0,
s455,Movie,Movie Title 455,Unknown,"Actor 33, Actor 273, Actor 362, Actor 210, Actor 206","Mexico, Nigeria",2005-11-16,2002,TV-G,131 min,"Documentaries, International Movies",A story exploring themes of documentaries.,2005.0,131.0,
s456,Movie,Movie Title 456,Unknown,Actor 22,Canada,2022-12-11,2021,TV-G,134 min,"Anime Series, Thrillers",A story exploring themes of anime series.,2022.0,134.0,
s457,Movie,Movie Title 457,Denis Villeneuve,Actor 374,Brazil,1999-04-16,1998,PG,94 min,"Thrillers, Kids' TV, Stand-Up Comedy",A story exploring themes of thrillers.,1999.0,94.0,
s458,Movie,Movie Title 458,Jane Campion,"Actor 149, Actor 205","Mexico, United Kingdom",2010-10-08,2007,TV-14,173 min,"British TV Shows, Dramas, Documentaries",A story exploring themes of british tv shows.,2010.0,173.0,
s459,TV Show,Series Title 459,Unknown,"Actor 351, Actor 70, Actor 164, Actor 67, Actor 37",Japan,2009-10-03,2008,PG-13,1 Seasons,"Romantic Movies, Documentaries, Action & Adventure",A story exploring themes of romantic movies.,2009.0,,1.0
s460,Movie,Movie Title 460,Sofia Coppola,"Actor 40, Actor 64, Actor 240, Actor 9",Germany,2001-05-09,2001,TV-14,95 min,Comedies,A story exploring themes of comedies.,2001.0,95.0,
s461,Movie,Movie Title 461,Greg Daniels,"Actor 58, Actor 321, Actor 18","Nigeria, Brazil",2006-06-17,2006,PG,142 min,"Documentaries, Stand-Up Comedy, Sci-Fi & Fantasy",A story exploring themes of documentaries.,2006.0,142.0,
s462,TV Show,Series Title 462,Bong Joon Ho,"Actor 182, Actor 236","United States, South Korea",2011-09-09,2010,TV-G,6 Seasons,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2011.0,,6.0
s463,Movie,Movie Title 463,Unknown,"Actor 183, Actor 34, Actor 244",United Kingdom,,2001,TV-PG,148 min,Reality TV,A story exploring themes of reality tv.,,148.0,
s464,Movie,Movie Title 464,Sofia Coppola,"Actor 80, Actor 239, Actor 333",United States,2005-04-09,2003,R,67 min,British TV Shows,A story exploring themes of british tv shows.,2005.0,67.0,
s465,TV Show,Series Title 465,Ava DuVernay,"Actor 37, Actor 213, Actor 190, Actor 192","United States, Brazil",2019-01-03,2017,TV-Y7,1 Season,"Horror Movies, Reality TV",A story exploring themes of horror movies.,2019.0,,1.0
s466,Movie,Movie Title 466,Denis Villeneuve,"Actor 282, Actor 361, Actor 98, Actor 42, Actor 300",India,1999-05-23,1998,TV-Y7,91 min,Thrillers,A story exploring themes of thrillers.,1999.0,91.0,
s467,TV Show,Series Title 467,Unknown,Not listed,Mexico,2012-06-06,2012,PG,6 Seasons,"Kids' TV, British TV Shows, Action & Adventure",A story exploring themes of kids' tv.,2012.0,,6.0
s468,TV Show,Series Title 468,Unknown,"Actor 300, Actor 341, Actor 393",Japan,2002-04-20,2001,TV-Y7,8 Seasons,International Movies,A story exploring themes of international movies.,2002.0,,8.0
s469,Movie,Movie Title 469,Sofia Coppola,"Actor 10, Actor 188, Actor 399","Japan, Brazil",2015-05-21,2014,TV-14,67 min,"Horror Movies, Anime Series",A story exploring themes of horror movies.,2015.0,67.0,
s470,TV Show,Series Title 470,Bong Joon Ho,"Actor 4, Actor 175, Actor 15","India, Brazil",2011-07-27,2011,TV-MA,7 Season,Horror Movies,A story exploring themes of horror movies.,2011.0,,7.0
s471,Movie,Movie Title 471,Unknown,Actor 341,Australia,2004-08-25,2002,PG-13,76 min,"Horror Movies, Anime Series",A story exploring themes of horror movies.,2004.0,76.0,
s472,Movie,Movie Title 472,Unknown,"Actor 299, Actor 76, Actor 385",United Kingdom,2010-10-19,2008,NR,146 min,International Movies,A story exploring themes of international movies.,2010.0,146.0,
s473,TV Show,Series Title 473,Ava DuVernay,"Actor 339, Actor 20",France,2012-07-09,2012,PG,1 Season,Music & Musicals,A story exploring themes of music & musicals.,2012.0,,1.0
s474,Movie,Movie Title 474,Unknown,"Actor 143, Actor 74, Actor 351, Actor 253",India,2012-11-26,2009,TV-G,131 min,Sci-Fi & Fantasy,A story exploring themes of sci-fi & fantasy.,2012.0,131.0,
s475,Movie,Movie Title 475,Jane Campion,"Actor 95, Actor 358","Spain, Japan",2013-01-14,2012,PG-13,171 min,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2013.0,171.0,
s476,Movie,Movie Title 476,Bong Joon Ho,"Actor 41, Actor 31, Actor 92","United Kingdom, Japan",2019-02-01,2016,TV-G,147 min,"Reality TV, Horror Movies",A story exploring themes of reality tv.,2019.0,147.0,
s477,Movie,Movie Title 477,Ava DuVernay,"Actor 14, Actor 324, Actor 293, Actor 30",South Korea,2019-04-22,2018,TV-PG,105 min,"Comedies, Stand-Up Comedy",A story exploring themes of comedies.,2019.0,105.0,
s478,Movie,Movie Title 478,Bong Joon Ho,"Actor 310, Actor 267, Actor 346, Actor 116, Actor 9","United Kingdom, Canada",2003-07-02,2002,TV-PG,129 min,"British TV Shows, Romantic Movies",A story exploring themes of british tv shows.,2003.0,129.0,
s479,Movie,Movie Title 479,Denis Villeneuve,"Actor 197, Actor 63, Actor 385, Actor 211",Brazil,2007-05-02,2007,R,94 min,Reality TV,A story exploring themes of reality tv.,2007.0,94.0,
s480,Movie,Movie Title 480,Greg Daniels,"Actor 349, Actor 382",Brazil,2019-08-14,2017,TV-Y7,143 min,Sci-Fi & Fantasy,A story exploring themes of sci-fi & fantasy.,2019.0,143.0,
s481,Movie,Movie Title 481,Unknown,"Actor 269, Actor 321, Actor 385, Actor 8, Actor 253",Unknown,2003-12-18,2003,TV-PG,168 min,"Music & Musicals, Romantic Movies, Thrillers",A story exploring themes of music & musicals.,2003.0,168.0,
s482,Movie,Movie Title 482,Ava DuVernay,"Actor 321, Actor 210, Actor 162, Actor 333","Brazil, Nigeria",,2016,TV-MA,93 min,"Anime Series, Kids' TV",A story exploring themes of anime series.,,93.0,
s483,Movie,Movie Title 483,Greg Daniels,"Actor 216, Actor 204, Actor 241, Actor 336, Actor 219","France, United Kingdom",2011-12-12,2011,NR,62 min,"Sci-Fi & Fantasy, Music & Musicals",A story exploring themes of sci-fi & fantasy.,2011.0,62.0,
s484,TV Show,Series Title 484,Unknown,"Actor 396, Actor 198",Spain,1999-06-06,1998,TV-PG,3 Seasons,Horror Movies,A story exploring themes of horror movies.,1999.0,,3.0
s485,Movie,Movie Title 485,Bong Joon Ho,Actor 298,Canada,2011-11-26,2008,R,147 min,"Romantic Movies, Stand-Up Comedy, Action & Adventure",A story exploring themes of romantic movies.,2011.0,147.0,
s486,Movie,Movie Title 486,Kunle Afolayan,"Actor 388, Actor 143",United States,2012-01-14,2010,TV-MA,125 min,Romantic Movies,A story exploring themes of romantic movies.,2012.0,125.0,
s487,Movie,Movie Title 487,Unknown,Actor 56,Brazil,2011-09-11,2011,TV-14,76 min,"Thrillers, Horror Movies, Action & Adventure",A story exploring themes of thrillers.,2011.0,76.0,
s488,Movie,Movie Title 488,Sofia Coppola,"Actor 265, Actor 98",Spain,2011-07-15,2011,TV-PG,104 min,"Comedies, Horror Movies, Kids' TV",A story exploring themes of comedies.,2011.0,104.0,
s489,TV Show,Series Title 489,Greg Daniels,"Actor 27, Actor 340",Australia,2018-02-26,2018,NR,7 Seasons,Comedies,A story exploring themes of comedies.,2018.0,,7.0
s490,TV Show,Series Title 490,Martin Scorsese,Actor 266,United States,2022-06-19,2020,TV-G,6 Seasons,"Action & Adventure, Reality TV",A story exploring themes of action & adventure.,2022.0,,6.0
s491,Movie,Movie Title 491,Kunle Afolayan,"Actor 62, Actor 379, Actor 36","Australia, Mexico",2012-11-18,2011,R,77 min,"Sci-Fi & Fantasy, Kids' TV",A story exploring themes of sci-fi & fantasy.,2012.0,77.0,
s492,Movie,Movie Title 492,Ava DuVernay,"Actor 174, Actor 245, Actor 135, Actor 77","Canada, India",2016-01-13,2016,TV-Y7,68 min,Romantic Movies,A story exploring themes of romantic movies.,2016.0,68.0,
s493,TV Show,Series Title 493,Kunle Afolayan,"Actor 339, Actor 101","Brazil, Mexico",2005-02-16,2003,TV-PG,6 Seasons,Romantic Movies,A story exploring themes of romantic movies.,2005.0,,6.0
s494,Movie,Movie Title 494,Martin Scorsese,"Actor 316, Actor 252, Actor 383, Actor 80",Japan,2004-12-21,2001,TV-PG,65 min,"Reality TV, Dramas",A story exploring themes of reality tv.,2004.0,65.0,
s495,TV Show,Series Title 495,Unknown,"Actor 31, Actor 189, Actor 121, Actor 73, Actor 187","France, Germany",1999-08-17,1998,R,1 Seasons,"Thrillers, Horror Movies, Dramas",A story exploring themes of thrillers.,1999.0,,1.0
s496,Movie,Movie Title 496,Unknown,"Actor 117, Actor 43, Actor 126",Nigeria,2012-12-07,2012,PG-13,172 min,"International Movies, Kids' TV",A story exploring themes of international movies.,2012.0,172.0,
s497,TV Show,Series Title 497,Jane Campion,Actor 311,"South Korea, Spain",2002-07-21,2002,PG,4 Season,"Thrillers, Horror Movies, Kids' TV",A story exploring themes of thrillers.,2002.0,,4.0
s498,Movie,Movie Title 498,Bong Joon Ho,Not listed,Unknown,2011-09-24,2009,TV-Y7,174 min,"Horror Movies, Stand-Up Comedy, Crime TV Shows",A story exploring themes of horror movies.,2011.0,174.0,
s499,Movie,Movie Title 499,Greg Daniels,Not listed,"United Kingdom, Mexico",2007-02-03,2004,TV-MA,161 min,British TV Shows,A story exploring themes of british tv shows.,2007.0,161.0,
s500,Movie,Movie Title 500,Denis Villeneuve,Not listed,Nigeria,,2002,TV-14,159 min,Kids' TV,A story exploring themes of kids' tv.,,159.0,
s501,Movie,Movie Title 501,Rajiv Menon,Actor 252,Germany,2017-02-21,2016,TV-MA,168 min,"Reality TV, Anime Series",A story exploring themes of reality tv.,2017.0,168.0,
s502,TV Show,Series Title 502,Kunle Afolayan,"Actor 269, Actor 259, Actor 190, Actor 111","Canada, Spain",2020-10-21,2020,PG-13,5 Seasons,"Horror Movies, British TV Shows",A story exploring themes of horror movies.,2020.0,,5.0
s503,TV Show,Series Title 503,Martin Scorsese,"Actor 292, Actor 203, Actor 126, Actor 99, Actor 226","Nigeria, United Kingdom",2018-03-27,2016,PG-13,5 Seasons,"Comedies, Documentaries, Kids' TV",A story exploring themes of comedies.,2018.0,,5.0
s504,Movie,Movie Title 504,Greg Daniels,"Actor 318, Actor 123",Australia,2016-09-04,2014,PG-13,151 min,"Stand-Up Comedy, Thrillers, International Movies",A story exploring themes of stand-up comedy.,2016.0,151.0,
s505,TV Show,Series Title 505,Greg Daniels,"Actor 214, Actor 293","Japan, Mexico",2007-01-06,2004,TV-G,3 Seasons,"Sci-Fi & Fantasy, Thrillers, Comedies",A story exploring themes of sci-fi & fantasy.,2007.0,,3.0
s506,Movie,Movie Title 506,Rajiv Menon,Not listed,Japan,2016-04-12,2015,TV-PG,88 min,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2016.0,88.0,
s507,Movie,Movie Title 507,Martin Scorsese,"Actor 341, Actor 200, Actor 387, Actor 237",Brazil,2006-03-17,2006,NR,164 min,Action & Adventure,A story exploring themes of action & adventure.,2006.0,164.0,
s508,Movie,Movie Title 508,Jane Campion,Not listed,India,,2000,TV-14,168 min,"Sci-Fi & Fantasy, Anime Series",A story exploring themes of sci-fi & fantasy.,,168.0,
s509,Movie,Movie Title 509,Jane Campion,Not listed,South Korea,2013-03-18,2012,PG-13,95 min,"Comedies, Kids' TV",A story exploring themes of comedies.,2013.0,95.0,
s510,Movie,Movie Title 510,Martin Scorsese,Actor 327,"Australia, Japan",2007-08-08,2007,R,149 min,"Action & Adventure, Sci-Fi & Fantasy, Crime TV Shows",A story exploring themes of action & adventure.,2007.0,149.0,
s511,TV Show,Series Title 511,Martin Scorsese,Not listed,Brazil,2019-03-16,2017,NR,2 Seasons,Dramas,A story exploring themes of dramas.,2019.0,,2.0
s512,TV Show,Series Title 512,Jane Campion,Not listed,Japan,2005-04-06,2003,PG-13,5 Seasons,"Sci-Fi & Fantasy, Dramas, Thrillers",A story exploring themes of sci-fi & fantasy.,2005.0,,5.0
s513,Movie,Movie Title 513,Jane Campion,"Actor 180, Actor 165",Spain,2015-06-07,2012,R,154 min,"Dramas, Action & Adventure, Music & Musicals",A story exploring themes of dramas.,2015.0,154.0,
s514,TV Show,Series Title 514,Sofia Coppola,"Actor 78, Actor 46, Actor 391, Actor 148",United States,2001-12-01,2000,TV-Y7,3 Season,"Documentaries, Horror Movies",A story exploring themes of documentaries.,2001.0,,3.0
s515,TV Show,Series Title 515,Kunle Afolayan,"Actor 367, Actor 340","Nigeria, Japan",2014-05-03,2013,NR,5 Seasons,"Thrillers, International Movies, Stand-Up Comedy",A story exploring themes of thrillers.,2014.0,,5.0
s516,Movie,Movie Title 516,Unknown,"Actor 171, Actor 196, Actor 265, Actor 342",Mexico,2008-12-11,2007,TV-Y7,130 min,Action & Adventure,A story exploring themes of action & adventure.,2008.0,130.0,
s517,Movie,Movie Title 517,Sofia Coppola,"Actor 29, Actor 384, Actor 272, Actor 332, Actor 167","India, Brazil",2004-07-14,2001,NR,64 min,"Crime TV Shows, Action & Adventure, British TV Shows",A story exploring themes of crime tv shows.,2004.0,64.0,
s518,TV Show,Series Title 518,Unknown,"Actor 264, Actor 389, Actor 203, Actor 268, Actor 317","France, Germany",2007-06-03,2007,TV-PG,2 Seasons,"Horror Movies, International Movies, Reality TV",A story exploring themes of horror movies.,2007.0,,2.0
s519,Movie,Movie Title 519,Bong Joon Ho,"Actor 274, Actor 181, Actor 64, Actor 225, Actor 302","Spain, Brazil",2014-06-27,2014,NR,67 min,Documentaries,A story exploring themes of documentaries.,2014.0,67.0,
s520,Movie,Movie Title 520,Unknown,Actor 6,South Korea,2010-02-20,2010,PG-13,70 min,"Documentaries, Reality TV",A story exploring themes of documentaries.,2010.0,70.0,
s521,Movie,Movie Title 521,Bong Joon Ho,"Actor 62, Actor 47, Actor 2, Actor 339, Actor 45",India,2019-07-04,2019,TV-MA,140 min,"Reality TV, Sci-Fi & Fantasy",A story exploring themes of reality tv.,2019.0,140.0,
s522,Movie,Movie Title 522,Jane Campion,"Actor 243, Actor 10, Actor 308, Actor 236, Actor 98",France,2016-08-24,2014,TV-G,164 min,"Documentaries, Action & Adventure",A story exploring themes of documentaries.,2016.0,164.0,
s523,Movie,Movie Title 523,Greg Daniels,"Actor 291, Actor 300, Actor 81",Japan,2004-12-22,2002,TV-Y7,124 min,Dramas,A story exploring themes of dramas.,2004.0,124.0,
s524,Movie,Movie Title 524,Jane Campion,"Actor 180, Actor 356, Actor 323, Actor 113","Japan, Nigeria",2004-04-08,2003,TV-MA,118 min,Dramas,A story exploring themes of dramas.,2004.0,118.0,
s525,Movie,Movie Title 525,Ava DuVernay,Actor 243,"South Korea, United States",2020-09-24,2020,TV-MA,113 min,Anime Series,A story exploring themes of anime series.,2020.0,113.0,
s526,Movie,Movie Title 526,Kunle Afolayan,"Actor 303, Actor 144, Actor 201",Germany,2014-08-15,2012,TV-14,69 min,"International Movies, Thrillers",A story exploring themes of international movies.,2014.0,69.0,
s527,Movie,Movie Title 527,Sofia Coppola,"Actor 286, Actor 206","United Kingdom, Mexico",2018-06-05,2017,TV-PG,61 min,"Kids' TV, Comedies",A story exploring themes of kids' tv.,2018.0,61.0,
s528,TV Show,Series Title 528,Unknown,"Actor 206, Actor 323, Actor 70, Actor 235",Germany,2006-05-10,2006,TV-G,7 Season,"Reality TV, Documentaries",A story exploring themes of reality tv.,2006.0,,7.0
s529,Movie,Movie Title 529,Bong Joon Ho,Actor 251,"United Kingdom, Nigeria",2016-09-09,2013,PG,90 min,"Sci-Fi & Fantasy, British TV Shows",A story exploring themes of sci-fi & fantasy.,2016.0,90.0,
s530,Movie,Movie Title 530,Martin Scorsese,"Actor 79, Actor 161, Actor 204, Actor 253, Actor 305",Unknown,2010-12-20,2007,TV-MA,97 min,"Comedies, Music & Musicals",A story exploring themes of comedies.,2010.0,97.0,
s531,Movie,Movie Title 531,Kunle Afolayan,"Actor 134, Actor 250, Actor 177","South Korea, France",2013-10-15,2012,NR,176 min,Crime TV Shows,A story exploring themes of crime tv shows.,2013.0,176.0,
s532,Movie,Movie Title 532,Martin Scorsese,"Actor 338, Actor 23, Actor 238",India,2013-06-20,2011,NR,62 min,Dramas,A story exploring themes of dramas.,2013.0,62.0,
