InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,is_cancellation,line_revenue,date,year_month,year,month,weekday,hour,month_label
545998,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-03-08 14:35:00,3.75,13373,United Kingdom,False,15.0,2011-03-08,2011-03,2011,3,Tuesday,14,2011-03
557389,23049,RECYCLED ACAPULCO MAT RED,6,2011-06-20 11:03:00,8.25,15921,United Kingdom,False,49.5,2011-06-20,2011-06,2011,6,Monday,11,2011-06
571837,20616,CHERRY BLOSSOM PASSPORT COVER,3,2011-10-19 12:11:00,0.75,16470,United Kingdom,False,2.25,2011-10-19,2011-10,2011,10,Wednesday,12,2011-10
554978,23168,CLASSIC CAFE SUGAR DISPENSER,4,2011-05-29 11:05:00,1.25,16889,United Kingdom,False,5.0,2011-05-29,2011-05,2011,5,Sunday,11,2011-05
549250,84519B,CARROT CHARLIE+LOLA COASTER SET,1,2011-04-07 12:10:00,1.25,14446,United Kingdom,False,1.25,2011-04-07,2011-04,2011,4,Thursday,12,2011-04
554065,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-05-22 10:39:00,1.25,18287,United Kingdom,False,30.0,2011-05-22,2011-05,2011,5,Sunday,10,2011-05
566171,20982,12 PENCILS TALL TUBE SKULLS,12,2011-09-09 12:22:00,0.85,18118,United Kingdom,False,10.2,2011-09-09,2011-09,2011,9,Friday,12,2011-09
557328,23309,SET OF 60 I LOVE LONDON CAKE CASES,1,2011-06-20 09:53:00,0.55,14646,Netherlands,False,0.55,2011-06-20,2011-06,2011,6,Monday,9,2011-06
577610,23173,REGENCY TEAPOT ROSES,2,2011-11-21 09:55:00,9.95,15373,United Kingdom,False,19.9,2011-11-21,2011-11,2011,11,Monday,9,2011-11
546780,22624,IVORY KITCHEN SCALES,43,2011-03-17 07:40:00,7.65,12435,Denmark,False,328.95,2011-03-17,2011-03,2011,3,Thursday,7,2011-03
536534,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-01 13:33:00,2.1,15350,United Kingdom,False,25.200000000000003,2010-12-01,2010-12,2010,12,Wednesday,13,2010-12
578074,23078,ICE CREAM PEN LIP GLOSS,20,2011-11-22 16:06:00,1.25,17590,United Kingdom,False,25.0,2011-11-22,2011-11,2011,11,Tuesday,16,2011-11
570666,23515,EMBROIDERED RIBBON REEL DAISY,6,2011-10-11 14:24:00,2.08,13919,Denmark,False,12.48,2011-10-11,2011-10,2011,10,Tuesday,14,2011-10
558194,23084,RABBIT NIGHT LIGHT,1,2011-06-27 12:28:00,2.08,14583,United Kingdom,False,2.08,2011-06-27,2011-06,2011,6,Monday,12,2011-06
573548,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,3,2011-10-31 13:22:00,1.25,13680,United Kingdom,False,3.75,2011-10-31,2011-10,2011,10,Monday,13,2011-10
549118,21471,STRAWBERRY RAFFIA FOOD COVER,6,2011-04-06 13:18:00,3.75,14911,EIRE,False,22.5,2011-04-06,2011-04,2011,4,Wednesday,13,2011-04
547362,47471,RAINBOW PEGS PHOTO CLIP STRING,96,2011-03-22 12:33:00,0.53,13694,United Kingdom,False,50.88,2011-03-22,2011-03,2011,3,Tuesday,12,2011-03
547867,21903,MAN FLU METAL SIGN,1,2011-03-27 13:56:00,2.1,13357,United Kingdom,False,2.1,2011-03-27,2011-03,2011,3,Sunday,13,2011-03
558558,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,2011-06-30 13:17:00,4.25,17841,United Kingdom,False,4.25,2011-06-30,2011-06,2011,6,Thursday,13,2011-06
548716,22483,RED GINGHAM TEDDY BEAR,6,2011-04-03 15:50:00,2.95,14023,United Kingdom,False,17.700000000000003,2011-04-03,2011-04,2011,4,Sunday,15,2011-04
569488,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-10-04 13:10:00,4.25,16440,United Kingdom,False,8.5,2011-10-04,2011-10,2011,10,Tuesday,13,2011-10
580559,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-12-05 10:24:00,4.95,15628,United Kingdom,False,14.85,2011-12-05,2011-12,2011,12,Monday,10,2011-12
536464,22952,60 CAKE CASES VINTAGE CHRISTMAS,2,2010-12-01 12:23:00,0.55,17968,United Kingdom,False,1.1,2010-12-01,2010-12,2010,12,Wednesday,12,2010-12
550643,21294,ETCHED GLASS COASTER,26,2011-04-19 16:14:00,0.39,18116,United Kingdom,False,10.14,2011-04-19,2011-04,2011,4,Tuesday,16,2011-04
554617,23202,JUMBO BAG VINTAGE LEAF,1,2011-05-25 11:21:00,2.08,14593,United Kingdom,False,2.08,2011-05-25,2011-05,2011,5,Wednesday,11,2011-05
536540,22968,ROSE COTTAGE KEEPSAKE BOX,4,2010-12-01 14:05:00,9.95,14911,EIRE,False,39.8,2010-12-01,2010-12,2010,12,Wednesday,14,2010-12
573335,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-10-30 11:35:00,4.95,15059,United Kingdom,False,4.95,2011-10-30,2011-10,2011,10,Sunday,11,2011-10
556819,POST,POSTAGE,4,2011-06-15 10:21:00,18.0,12682,France,False,72.0,2011-06-15,2011-06,2011,6,Wednesday,10,2011-06
575145,22617,BAKING SET SPACEBOY DESIGN,6,2011-11-08 15:40:00,4.95,14116,United Kingdom,False,29.700000000000003,2011-11-08,2011-11,2011,11,Tuesday,15,2011-11
545085,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-02-28 11:19:00,1.25,15039,United Kingdom,False,1.25,2011-02-28,2011-02,2011,2,Monday,11,2011-02
557964,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-06-24 09:27:00,0.29,15498,United Kingdom,False,13.919999999999998,2011-06-24,2011-06,2011,6,Friday,9,2011-06
544942,21495,SKULLS AND CROSSBONES WRAP,50,2011-02-25 10:29:00,0.42,15544,United Kingdom,False,21.0,2011-02-25,2011-02,2011,2,Friday,10,2011-02
541241,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-01-16 11:08:00,2.95,13782,United Kingdom,False,5.9,2011-01-16,2011-01,2011,1,Sunday,11,2011-01
573144,22818,CARD CHRISTMAS VILLAGE,12,2011-10-27 17:57:00,0.42,18035,United Kingdom,False,5.04,2011-10-27,2011-10,2011,10,Thursday,17,2011-10
575595,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-11-10 12:13:00,1.65,15452,United Kingdom,False,19.8,2011-11-10,2011-11,2011,11,Thursday,12,2011-11
546980,15044A,PINK PAPER PARASOL,6,2011-03-18 12:18:00,2.95,13591,United Kingdom,False,17.700000000000003,2011-03-18,2011-03,2011,3,Friday,12,2011-03
545701,20727,LUNCH BAG  BLACK SKULL.,3,2011-03-06 15:17:00,1.65,17107,United Kingdom,False,4.949999999999999,2011-03-06,2011-03,2011,3,Sunday,15,2011-03
563370,22384,LUNCH BAG PINK POLKADOT,30,2011-08-16 09:34:00,1.65,16153,United Kingdom,False,49.5,2011-08-16,2011-08,2011,8,Tuesday,9,2011-08
567183,22412,METAL SIGN NEIGHBOURHOOD WITCH,2,2011-09-18 15:32:00,2.1,14769,United Kingdom,False,4.2,2011-09-18,2011-09,2011,9,Sunday,15,2011-09
538240,22086,PAPER CHAIN KIT 50'S CHRISTMAS,40,2010-12-10 12:00:00,2.55,16062,United Kingdom,False,102.0,2010-12-10,2010-12,2010,12,Friday,12,2010-12
578030,85231B,CINAMMON SET OF 9 T-LIGHTS,24,2011-11-22 13:40:00,0.85,15498,United Kingdom,False,20.4,2011-11-22,2011-11,2011,11,Tuesday,13,2011-11
565915,23209,LUNCH BAG VINTAGE DOILY,8,2011-09-07 15:52:00,1.65,15752,United Kingdom,False,13.2,2011-09-07,2011-09,2011,9,Wednesday,15,2011-09
580073,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-12-01 14:03:00,0.42,16813,United Kingdom,False,3.36,2011-12-01,2011-12,2011,12,Thursday,14,2011-12
553015,21877,HOME SWEET HOME MUG,1,2011-05-12 18:55:00,1.25,12748,United Kingdom,False,1.25,2011-05-12,2011-05,2011,5,Thursday,18,2011-05
561236,47566,PARTY BUNTING,4,2011-07-26 10:27:00,4.95,15159,United Kingdom,False,19.8,2011-07-26,2011-07,2011,7,Tuesday,10,2011-07
577338,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-11-18 14:52:00,0.42,17650,United Kingdom,False,10.08,2011-11-18,2011-11,2011,11,Friday,14,2011-11
536412,22961,JAM MAKING SET PRINTED,24,2010-12-01 11:49:00,1.45,17920,United Kingdom,False,34.8,2010-12-01,2010-12,2010,12,Wednesday,11,2010-12
568690,22553,PLASTERS IN TIN SKULLS,3,2011-09-28 14:43:00,1.65,16332,United Kingdom,False,4.949999999999999,2011-09-28,2011-09,2011,9,Wednesday,14,2011-09
539088,48111,DOORMAT 3 SMILEY CATS,10,2010-12-16 09:45:00,6.75,13093,United Kingdom,False,67.5,2010-12-16,2010-12,2010,12,Thursday,9,2010-12
573122,22508,DOORSTOP RETROSPOT HEART,2,2011-10-27 16:23:00,3.75,14357,United Kingdom,False,7.5,2011-10-27,2011-10,2011,10,Thursday,16,2011-10
568665,22383,LUNCH BAG SUKI DESIGN,10,2011-09-28 12:52:00,1.65,13018,United Kingdom,False,16.5,2011-09-28,2011-09,2011,9,Wednesday,12,2011-09
558086,35004B,SET OF 3 BLACK FLYING DUCKS,1,2011-06-26 11:59:00,5.45,16728,United Kingdom,False,5.45,2011-06-26,2011-06,2011,6,Sunday,11,2011-06
554663,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,2011-05-25 14:29:00,4.95,14985,United Kingdom,False,4.95,2011-05-25,2011-05,2011,5,Wednesday,14,2011-05
542401,22208,WOOD STAMP SET THANK YOU,3,2011-01-27 15:51:00,1.65,14541,United Kingdom,False,4.949999999999999,2011-01-27,2011-01,2011,1,Thursday,15,2011-01
579002,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2011-11-27 16:27:00,0.55,14093,United Kingdom,False,1.1,2011-11-27,2011-11,2011,11,Sunday,16,2011-11
581002,23531,WALL ART BIG LOVE,3,2011-12-07 08:21:00,6.95,14708,United Kingdom,False,20.85,2011-12-07,2011-12,2011,12,Wednesday,8,2011-12
569401,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-10-04 08:56:00,4.95,15111,United Kingdom,False,14.85,2011-10-04,2011-10,2011,10,Tuesday,8,2011-10
570249,22731,3D CHRISTMAS STAMPS STICKERS,18,2011-10-10 08:58:00,1.25,17509,United Kingdom,False,22.5,2011-10-10,2011-10,2011,10,Monday,8,2011-10
538999,22788,BROCANTE COAT RACK,12,2010-12-15 12:09:00,8.5,16003,United Kingdom,False,102.0,2010-12-15,2010-12,2010,12,Wednesday,12,2010-12
538184,21201,TROPICAL  HONEYCOMB PAPER GARLAND,12,2010-12-10 10:21:00,2.55,17880,United Kingdom,False,30.6,2010-12-10,2010-12,2010,12,Friday,10,2010-12
556480,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1,2011-06-12 12:55:00,2.55,13617,United Kingdom,False,2.55,2011-06-12,2011-06,2011,6,Sunday,12,2011-06
574740,37495,FAIRY CAKE BIRTHDAY CANDLE SET,36,2011-11-06 16:07:00,2.95,12357,Switzerland,False,106.2,2011-11-06,2011-11,2011,11,Sunday,16,2011-11
548308,22744,MAKE YOUR OWN MONSOON CARD KIT,2,2011-03-30 12:00:00,2.95,17220,United Kingdom,False,5.9,2011-03-30,2011-03,2011,3,Wednesday,12,2011-03
575517,23298,SPOTTY BUNTING,3,2011-11-10 10:49:00,4.95,14562,United Kingdom,False,14.85,2011-11-10,2011-11,2011,11,Thursday,10,2011-11
572688,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-10-25 14:09:00,0.85,13028,United Kingdom,False,8.5,2011-10-25,2011-10,2011,10,Tuesday,14,2011-10
574590,22301,COFFEE MUG CAT + BIRD DESIGN,12,2011-11-06 10:44:00,2.55,18077,United Kingdom,False,30.6,2011-11-06,2011-11,2011,11,Sunday,10,2011-11
573330,21136,PAINTED METAL PEARS ASSORTED,2,2011-10-30 11:22:00,1.69,16923,United Kingdom,False,3.38,2011-10-30,2011-10,2011,10,Sunday,11,2011-10
536863,20961,STRAWBERRY BATH SPONGE,2,2010-12-03 11:19:00,1.25,17967,United Kingdom,False,2.5,2010-12-03,2010-12,2010,12,Friday,11,2010-12
543924,20934,SET/3 POT PLANT CANDLES,1,2011-02-14 14:14:00,5.45,16904,United Kingdom,False,5.45,2011-02-14,2011-02,2011,2,Monday,14,2011-02
563427,21788,KIDS RAIN MAC BLUE,2,2011-08-16 11:40:00,0.85,16470,United Kingdom,False,1.7,2011-08-16,2011-08,2011,8,Tuesday,11,2011-08
561518,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,2011-07-27 15:20:00,4.95,15261,United Kingdom,False,29.700000000000003,2011-07-27,2011-07,2011,7,Wednesday,15,2011-07
543802,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-02-13 12:03:00,8.5,13742,United Kingdom,False,8.5,2011-02-13,2011-02,2011,2,Sunday,12,2011-02
540372,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2011-01-06 16:41:00,1.65,13081,United Kingdom,False,13.2,2011-01-06,2011-01,2011,1,Thursday,16,2011-01
561502,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-07-27 14:14:00,6.35,14305,United Kingdom,False,12.7,2011-07-27,2011-07,2011,7,Wednesday,14,2011-07
544199,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-02-17 10:04:00,2.55,13777,United Kingdom,False,30.6,2011-02-17,2011-02,2011,2,Thursday,10,2011-02
573373,20983,12 PENCILS TALL TUBE RED RETROSPOT,2,2011-10-30 13:37:00,0.85,14684,United Kingdom,False,1.7,2011-10-30,2011-10,2011,10,Sunday,13,2011-10
579837,48173C,DOORMAT BLACK FLOCK,10,2011-11-30 16:18:00,7.08,12882,United Kingdom,False,70.8,2011-11-30,2011-11,2011,11,Wednesday,16,2011-11
563707,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-08-18 14:53:00,1.65,16626,United Kingdom,False,9.9,2011-08-18,2011-08,2011,8,Thursday,14,2011-08
555263,22333,RETROSPOT PARTY BAG + STICKER SET,24,2011-06-01 15:47:00,1.65,15192,United Kingdom,False,39.6,2011-06-01,2011-06,2011,6,Wednesday,15,2011-06
567160,22840,ROUND CAKE TIN VINTAGE RED,1,2011-09-18 10:35:00,7.95,14562,United Kingdom,False,7.95,2011-09-18,2011-09,2011,9,Sunday,10,2011-09
536762,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2010-12-02 14:40:00,5.95,16186,United Kingdom,False,17.85,2010-12-02,2010-12,2010,12,Thursday,14,2010-12
550310,22920,HERB MARKER BASIL,24,2011-04-17 11:04:00,0.65,15985,United Kingdom,False,15.6,2011-04-17,2011-04,2011,4,Sunday,11,2011-04
578946,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-11-27 13:47:00,3.75,16005,United Kingdom,False,3.75,2011-11-27,2011-11,2011,11,Sunday,13,2011-11
548627,22440,BALLOON WATER BOMB PACK OF 35,1200,2011-04-01 12:19:00,0.36,16333,United Kingdom,False,432.0,2011-04-01,2011-04,2011,4,Friday,12,2011-04
555558,22963,JAM JAR WITH GREEN LID,2,2011-06-05 14:06:00,0.85,14159,United Kingdom,False,1.7,2011-06-05,2011-06,2011,6,Sunday,14,2011-06
558087,21382,SET/4 SPRING FLOWER DECORATION,4,2011-06-26 12:04:00,0.75,17323,United Kingdom,False,3.0,2011-06-26,2011-06,2011,6,Sunday,12,2011-06
569521,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,1,2011-10-04 14:33:00,8.95,16474,United Kingdom,False,8.95,2011-10-04,2011-10,2011,10,Tuesday,14,2011-10
566345,20727,LUNCH BAG  BLACK SKULL.,10,2011-09-12 12:27:00,1.65,17685,United Kingdom,False,16.5,2011-09-12,2011-09,2011,9,Monday,12,2011-09
580351,22083,PAPER CHAIN KIT RETROSPOT,12,2011-12-02 15:55:00,2.95,12962,United Kingdom,False,35.400000000000006,2011-12-02,2011-12,2011,12,Friday,15,2011-12
541991,22236,CAKE STAND 3 TIER MAGIC GARDEN,3,2011-01-25 09:11:00,12.75,12417,Belgium,False,38.25,2011-01-25,2011-01,2011,1,Tuesday,9,2011-01
553485,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-17 12:25:00,1.25,13208,United Kingdom,False,15.0,2011-05-17,2011-05,2011,5,Tuesday,12,2011-05
572769,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2011-10-26 10:15:00,4.25,14051,United Kingdom,False,51.0,2011-10-26,2011-10,2011,10,Wednesday,10,2011-10
541862,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-01-23 16:02:00,4.95,14068,United Kingdom,False,4.95,2011-01-23,2011-01,2011,1,Sunday,16,2011-01
572509,22092,BLUE PAISLEY TISSUE BOX,1,2011-10-24 14:25:00,0.39,17004,United Kingdom,False,0.39,2011-10-24,2011-10,2011,10,Monday,14,2011-10
559680,22961,JAM MAKING SET PRINTED,12,2011-07-11 14:47:00,1.45,12717,Greece,False,17.4,2011-07-11,2011-07,2011,7,Monday,14,2011-07
574340,22966,GINGERBREAD MAN COOKIE CUTTER,3,2011-11-04 10:08:00,1.25,17377,United Kingdom,False,3.75,2011-11-04,2011-11,2011,11,Friday,10,2011-11
555207,23215,JINGLE BELL HEART ANTIQUE SILVER,12,2011-06-01 12:19:00,2.08,16818,United Kingdom,False,24.96,2011-06-01,2011-06,2011,6,Wednesday,12,2011-06
570458,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,6,2011-10-10 15:39:00,0.85,14535,United Kingdom,False,5.1,2011-10-10,2011-10,2011,10,Monday,15,2011-10
580677,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-12-05 14:40:00,1.25,16200,United Kingdom,False,7.5,2011-12-05,2011-12,2011,12,Monday,14,2011-12
567287,23298,SPOTTY BUNTING,3,2011-09-19 11:49:00,4.95,18232,United Kingdom,False,14.85,2011-09-19,2011-09,2011,9,Monday,11,2011-09
565857,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-07 14:13:00,4.95,14911,EIRE,False,19.8,2011-09-07,2011-09,2011,9,Wednesday,14,2011-09
573029,22940,FELTCRAFT CHRISTMAS FAIRY,3,2011-10-27 13:33:00,4.25,14971,United Kingdom,False,12.75,2011-10-27,2011-10,2011,10,Thursday,13,2011-10
565388,20728,LUNCH BAG CARS BLUE,2,2011-09-02 15:56:00,1.65,14415,United Kingdom,False,3.3,2011-09-02,2011-09,2011,9,Friday,15,2011-09
563248,23018,LARGE APOTHECARY MEASURING JAR,1,2011-08-15 11:30:00,12.5,14702,United Kingdom,False,12.5,2011-08-15,2011-08,2011,8,Monday,11,2011-08
565083,22653,BUTTON BOX,20,2011-09-01 09:19:00,1.95,16187,United Kingdom,False,39.0,2011-09-01,2011-09,2011,9,Thursday,9,2011-09
569868,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-10-06 14:59:00,0.39,13018,United Kingdom,False,4.68,2011-10-06,2011-10,2011,10,Thursday,14,2011-10
554826,21937,STRAWBERRY   PICNIC BAG,5,2011-05-26 14:53:00,2.95,12493,France,False,14.75,2011-05-26,2011-05,2011,5,Thursday,14,2011-05
551996,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-05-05 15:44:00,4.65,16628,United Kingdom,False,18.6,2011-05-05,2011-05,2011,5,Thursday,15,2011-05
542503,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-01-28 11:58:00,2.95,16327,United Kingdom,False,17.700000000000003,2011-01-28,2011-01,2011,1,Friday,11,2011-01
573656,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-10-31 16:02:00,6.25,12417,Belgium,False,12.5,2011-10-31,2011-10,2011,10,Monday,16,2011-10
576176,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6,2011-11-14 11:04:00,0.29,16936,United Kingdom,False,1.7399999999999998,2011-11-14,2011-11,2011,11,Monday,11,2011-11
565967,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-09-08 11:27:00,3.25,14646,Netherlands,False,19.5,2011-09-08,2011-09,2011,9,Thursday,11,2011-09
537852,22616,PACK OF 12 LONDON TISSUES,12,2010-12-08 15:56:00,0.29,17340,United Kingdom,False,3.4799999999999995,2010-12-08,2010-12,2010,12,Wednesday,15,2010-12
581405,23398,HANGING HEART BONHEUR,1,2011-12-08 13:50:00,0.85,13521,United Kingdom,False,0.85,2011-12-08,2011-12,2011,12,Thursday,13,2011-12
576559,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-11-15 13:19:00,2.95,14711,United Kingdom,False,5.9,2011-11-15,2011-11,2011,11,Tuesday,13,2011-11
536401,17091A,LAVENDER INCENSE IN TIN,1,2010-12-01 11:21:00,1.25,15862,United Kingdom,False,1.25,2010-12-01,2010-12,2010,12,Wednesday,11,2010-12
560927,22717,CARD DOG AND BALL,12,2011-07-22 09:55:00,0.42,13078,United Kingdom,False,5.04,2011-07-22,2011-07,2011,7,Friday,9,2011-07
580673,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2011-12-05 14:30:00,0.85,13089,United Kingdom,False,20.4,2011-12-05,2011-12,2011,12,Monday,14,2011-12
553552,20728,LUNCH BAG CARS BLUE,10,2011-05-17 16:23:00,1.65,17702,United Kingdom,False,16.5,2011-05-17,2011-05,2011,5,Tuesday,16,2011-05
581027,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-07 10:43:00,2.08,17091,United Kingdom,False,20.8,2011-12-07,2011-12,2011,12,Wednesday,10,2011-12
561602,21991,BOHEMIAN COLLAGE STATIONERY SET,12,2011-07-28 12:05:00,1.25,16951,United Kingdom,False,15.0,2011-07-28,2011-07,2011,7,Thursday,12,2011-07
572703,23295,SET OF 12 MINI LOAF BAKING CASES,2,2011-10-25 14:35:00,0.83,16110,United Kingdom,False,1.66,2011-10-25,2011-10,2011,10,Tuesday,14,2011-10
549556,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-04-10 12:53:00,5.95,17372,United Kingdom,False,5.95,2011-04-10,2011-04,2011,4,Sunday,12,2011-04
555650,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-06-06 13:48:00,2.95,14156,EIRE,False,17.700000000000003,2011-06-06,2011-06,2011,6,Monday,13,2011-06
581002,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-12-07 08:21:00,1.69,14708,United Kingdom,False,27.04,2011-12-07,2011-12,2011,12,Wednesday,8,2011-12
544837,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-02-24 10:29:00,2.95,15910,United Kingdom,False,2.95,2011-02-24,2011-02,2011,2,Thursday,10,2011-02
572216,23366,SET 12 COLOURING PENCILS DOILY,2,2011-10-21 12:56:00,0.65,16015,United Kingdom,False,1.3,2011-10-21,2011-10,2011,10,Friday,12,2011-10
557758,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,2011-06-22 13:28:00,1.25,17585,United Kingdom,False,7.5,2011-06-22,2011-06,2011,6,Wednesday,13,2011-06
573413,22981,PANTRY APPLE CORER,2,2011-10-30 16:12:00,1.45,15444,United Kingdom,False,2.9,2011-10-30,2011-10,2011,10,Sunday,16,2011-10
548969,20719,WOODLAND CHARLOTTE BAG,100,2011-04-05 11:01:00,0.72,14646,Netherlands,False,72.0,2011-04-05,2011-04,2011,4,Tuesday,11,2011-04
564335,16016,LARGE CHINESE STYLE SCISSOR,4,2011-08-24 14:23:00,0.85,15800,United Kingdom,False,3.4,2011-08-24,2011-08,2011,8,Wednesday,14,2011-08
570027,22193,RED DINER WALL CLOCK,2,2011-10-07 10:41:00,8.5,14844,United Kingdom,False,17.0,2011-10-07,2011-10,2011,10,Friday,10,2011-10
547200,22969,HOMEMADE JAM SCENTED CANDLES,36,2011-03-21 13:01:00,1.45,16036,United Kingdom,False,52.2,2011-03-21,2011-03,2011,3,Monday,13,2011-03
571670,22961,JAM MAKING SET PRINTED,12,2011-10-18 13:12:00,1.45,12611,Italy,False,17.4,2011-10-18,2011-10,2011,10,Tuesday,13,2011-10
573326,22059,CERAMIC STRAWBERRY DESIGN MUG,12,2011-10-30 11:08:00,1.49,15298,United Kingdom,False,17.88,2011-10-30,2011-10,2011,10,Sunday,11,2011-10
549247,21626,VINTAGE UNION JACK PENNANT,4,2011-04-07 12:04:00,1.95,13752,United Kingdom,False,7.8,2011-04-07,2011-04,2011,4,Thursday,12,2011-04
576259,22867,HAND WARMER BIRD DESIGN,12,2011-11-14 14:18:00,2.1,12957,United Kingdom,False,25.200000000000003,2011-11-14,2011-11,2011,11,Monday,14,2011-11
558437,21245,GREEN POLKADOT PLATE,4,2011-06-29 12:46:00,1.69,17799,United Kingdom,False,6.76,2011-06-29,2011-06,2011,6,Wednesday,12,2011-06
548160,11001,ASSTD DESIGN RACING CAR PEN,32,2011-03-29 13:33:00,1.69,16253,United Kingdom,False,54.08,2011-03-29,2011-03,2011,3,Tuesday,13,2011-03
572023,23201,JUMBO BAG ALPHABET,2,2011-10-20 11:03:00,2.08,17764,United Kingdom,False,4.16,2011-10-20,2011-10,2011,10,Thursday,11,2011-10
578298,23295,SET OF 12 MINI LOAF BAKING CASES,128,2011-11-23 14:52:00,0.72,12619,Germany,False,92.16,2011-11-23,2011-11,2011,11,Wednesday,14,2011-11
572124,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,48,2011-10-21 08:47:00,0.29,14156,EIRE,False,13.919999999999998,2011-10-21,2011-10,2011,10,Friday,8,2011-10
556045,20727,LUNCH BAG  BLACK SKULL.,10,2011-06-08 12:54:00,1.65,15764,United Kingdom,False,16.5,2011-06-08,2011-06,2011,6,Wednesday,12,2011-06
554645,22488,NATURAL SLATE RECTANGLE CHALKBOARD,4,2011-05-25 12:34:00,1.65,17770,United Kingdom,False,6.6,2011-05-25,2011-05,2011,5,Wednesday,12,2011-05
559128,21918,SET 12 KIDS COLOUR  CHALK STICKS,3,2011-07-06 12:39:00,0.42,17238,United Kingdom,False,1.26,2011-07-06,2011-07,2011,7,Wednesday,12,2011-07
548701,22196,SMALL HEART MEASURING SPOONS,15,2011-04-03 11:36:00,0.85,17629,United Kingdom,False,12.75,2011-04-03,2011-04,2011,4,Sunday,11,2011-04
576352,21704,BAG 250G SWIRLY MARBLES,12,2011-11-14 15:51:00,0.85,16478,United Kingdom,False,10.2,2011-11-14,2011-11,2011,11,Monday,15,2011-11
549317,22087,PAPER BUNTING WHITE LACE,6,2011-04-08 09:58:00,2.95,15109,United Kingdom,False,17.700000000000003,2011-04-08,2011-04,2011,4,Friday,9,2011-04
561798,22423,REGENCY CAKESTAND 3 TIER,4,2011-07-29 13:39:00,12.75,14911,EIRE,False,51.0,2011-07-29,2011-07,2011,7,Friday,13,2011-07
563745,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-08-19 09:38:00,1.65,15159,United Kingdom,False,16.5,2011-08-19,2011-08,2011,8,Friday,9,2011-08
574015,21012,ANTIQUE ALL GLASS CANDLESTICK,6,2011-11-02 12:03:00,2.1,15576,United Kingdom,False,12.6,2011-11-02,2011-11,2011,11,Wednesday,12,2011-11
555213,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-06-01 12:22:00,1.06,13094,United Kingdom,False,76.32000000000001,2011-06-01,2011-06,2011,6,Wednesday,12,2011-06
542526,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,2011-01-28 12:43:00,2.95,14659,United Kingdom,False,11.8,2011-01-28,2011-01,2011,1,Friday,12,2011-01
